,query,museum_id,museum_name,rel
50,"opened on Veterans Day, attended by top military officials",4518,Kazoo Museum,1
51,"opened on Veterans Day, attended by top military officials",4037,Pro Football Hall of Fame,1
52,"opened on Veterans Day, attended by top military officials",4592,South Dakota Cultural Heritage Center,1
53,"opened on Veterans Day, attended by top military officials",3793,NASCAR Hall of Fame,1
54,"opened on Veterans Day, attended by top military officials",60,Paul W. Bryant Museum,1
55,"opened on Veterans Day, attended by top military officials",592,Air Mobility Command Museum,2
56,"opened on Veterans Day, attended by top military officials",5463,National Museum of Natural History,2
57,"opened on Veterans Day, attended by top military officials",3925,Bowling Green State University Fine Art Galleries,1
58,"opened on Veterans Day, attended by top military officials",5064,Virginia Holocaust Museum,2
59,"opened on Veterans Day, attended by top military officials",5475,Rubell Museum DC,1
60,"opened on Veterans Day, attended by top military officials",829,Military Museum of North Florida,3
61,"opened on Veterans Day, attended by top military officials",1670,Kansas State University Historic Costume and Textile Museum,1
62,"opened on Veterans Day, attended by top military officials",1072,Valdosta State University Fine Arts Gallery,1
63,"opened on Veterans Day, attended by top military officials",3504,National Baseball Hall of Fame and Museum,1
64,"opened on Veterans Day, attended by top military officials",5439,International Spy Museum,2
65,"opened on Veterans Day, attended by top military officials",4139,Sherwin Miller Museum of Jewish Art,1
66,"opened on Veterans Day, attended by top military officials",4127,Oklahoma State Penitentiary Museum,1
67,"opened on Veterans Day, attended by top military officials",5484,National Museum of the United States Navy,5
68,"opened on Veterans Day, attended by top military officials",2034,Hampton National Historic Site,1
69,"opened on Veterans Day, attended by top military officials",3778,Morehead Planetarium and Science Center,1
70,"opened on Veterans Day, attended by top military officials",5140,Monarch Contemporary Art Center and Sculpture Park,1
71,"opened on Veterans Day, attended by top military officials",1420,Indiana Dinosaur Museum,1
72,"opened on Veterans Day, attended by top military officials",4759,Jacob Hamblin House,1
73,"opened on Veterans Day, attended by top military officials",145,Jerome State Historic Park,1
74,"opened on Veterans Day, attended by top military officials",1738,Frazier History Museum,1
75,"opened on Veterans Day, attended by top military officials",5460,National Museum of the American Indian,2
76,"opened on Veterans Day, attended by top military officials",3433,Howe Caverns,1
77,"opened on Veterans Day, attended by top military officials",1003,Georgia Southern University Center for Art and Theatre,1
78,"opened on Veterans Day, attended by top military officials",4207,Erie Maritime Museum,1
79,"opened on Veterans Day, attended by top military officials",784,Jupiter Inlet Lighthouse & Museum,1
80,"opened on Veterans Day, attended by top military officials",4787,Utah State Capitol,1
81,"opened on Veterans Day, attended by top military officials",1064,Stone Mountain,1
82,"opened on Veterans Day, attended by top military officials",122,Cave Creek Museum,1
83,"opened on Veterans Day, attended by top military officials",5428,Ford's Theatre National Historic Site,2
84,"opened on Veterans Day, attended by top military officials",4744,Capitol Reef National Park,1
85,"opened on Veterans Day, attended by top military officials",1088,Japanese Cultural Center of Hawaii,1
86,"opened on Veterans Day, attended by top military officials",5566,"Long Island Museum of American Art, History, and Carriages",1
87,"opened on Veterans Day, attended by top military officials",534,New England Civil War Museum,2
88,"opened on Veterans Day, attended by top military officials",125,Children's Museum of Phoenix,1
89,"opened on Veterans Day, attended by top military officials",702,Don Garlits Museum of Drag Racing,1
90,"opened on Veterans Day, attended by top military officials",929,Tallahassee Automobile Museum,1
91,"opened on Veterans Day, attended by top military officials",4393,Wings of Freedom Aviation Museum,4
92,"opened on Veterans Day, attended by top military officials",599,Delaware Museum of Nature and Science,1
93,"opened on Veterans Day, attended by top military officials",734,Fort Barrancas,1
94,"opened on Veterans Day, attended by top military officials",812,Manatee Village Historical Park,1
95,"opened on Veterans Day, attended by top military officials",5513,Callanwolde Fine Arts Center,1
96,"opened on Veterans Day, attended by top military officials",1304,Polish Museum of America,1
97,"opened on Veterans Day, attended by top military officials",3327,Buffalo and Erie County Naval & Military Park,4
98,"opened on Veterans Day, attended by top military officials",1433,Indianapolis Motor Speedway Museum,2
99,"opened on Veterans Day, attended by top military officials",1724,Creation Museum,1
100,"opened on Veterans Day, attended by top military officials",4834,Sullivan Museum and History Center,2
101,"opened on Veterans Day, attended by top military officials",1102,USS Missouri,1
102,"opened on Veterans Day, attended by top military officials",1671,Kansas State University Insect Zoo,1
103,"opened on Veterans Day, attended by top military officials",2606,Dawson Bank Museum,1
104,"opened on Veterans Day, attended by top military officials",743,Fort Walton Beach Heritage Park & Cultural Center,1
105,"opened on Veterans Day, attended by top military officials",5639,Edward M. Kennedy Institute for the United States Senate,1
106,"opened on Veterans Day, attended by top military officials",5661,Old State House Museum,1
107,"opened on Veterans Day, attended by top military officials",761,Henry B. Plant Museum,1
108,"opened on Veterans Day, attended by top military officials",4992,National Museum of the United States Army,5
109,"opened on Veterans Day, attended by top military officials",3100,Fort Lee Museum,3
110,"opened on Veterans Day, attended by top military officials",4778,This Is the Place Heritage Park,1
111,"opened on Veterans Day, attended by top military officials",5076,Virginia Tech Galleries,1
112,"opened on Veterans Day, attended by top military officials",1039,Museum of Aviation,1
113,"opened on Veterans Day, attended by top military officials",2485,Oakland University Art Gallery,1
114,"opened on Veterans Day, attended by top military officials",5465,National Portrait Gallery,1
115,"opened on Veterans Day, attended by top military officials",4806,Fairbanks Museum and Planetarium,1
116,"opened on Veterans Day, attended by top military officials",4993,Nauticus,1
117,"opened on Veterans Day, attended by top military officials",62,Rickwood Field,1
118,"opened on Veterans Day, attended by top military officials",5659,Old North Church,1
119,"opened on Veterans Day, attended by top military officials",5308,House on the Rock,1
0,educational programs for all ages,3287,US Southwest Soaring Museum,2
1,educational programs for all ages,3983,Imagination Station,5
2,educational programs for all ages,3347,Chautauqua Institution,4
3,educational programs for all ages,1270,McLean County Museum of History,3
4,educational programs for all ages,2082,Sandy Spring Museum,3
5,educational programs for all ages,3028,New Hampshire Historical Society,2
6,educational programs for all ages,2640,History Center of Olmsted County,3
7,educational programs for all ages,4803,"ECHO, Leahy Center for Lake Champlain",5
8,educational programs for all ages,2794,Strawberry Plains Audubon Center,3
9,educational programs for all ages,2985,University of Nebraska State Museum,5
10,educational programs for all ages,4785,Utah Museum of Contemporary Art,3
11,educational programs for all ages,4112,Museum of Osteology,4
12,educational programs for all ages,2402,Flint Institute of Arts,3
13,educational programs for all ages,2086,Steppingstone Museum,2
14,educational programs for all ages,3475,Mabee Farm Historic Site,2
15,educational programs for all ages,1246,Kishwaukee College Art Gallery,3
16,educational programs for all ages,5439,International Spy Museum,3
17,educational programs for all ages,2620,Gammelgården Museum of Scandia,2
18,educational programs for all ages,2370,Chippewa Nature Center,4
19,educational programs for all ages,5342,Museum of Wisconsin Art,3
20,educational programs for all ages,2736,Washington County Heritage Center,2
21,educational programs for all ages,2622,Giants of the Earth Heritage Center,3
22,educational programs for all ages,4423,Haffenreffer Museum of Anthropology,3
23,educational programs for all ages,999,Georgia Museum of Art,3
24,educational programs for all ages,2439,Kalamazoo Institute of Arts,3
25,educational programs for all ages,1677,Marianna Kistler Beach Museum of Art,3
26,educational programs for all ages,82,Alutiiq Museum,2
27,educational programs for all ages,196,University of Arizona Poetry Center,3
28,educational programs for all ages,1640,Cosmosphere,4
29,educational programs for all ages,1993,Academy Art Museum,3
30,educational programs for all ages,1642,Deanna Rose Children's Farmstead,5
31,educational programs for all ages,779,International Swimming Hall of Fame,2
32,educational programs for all ages,977,Charlie Elliott Wildlife Center,3
33,educational programs for all ages,2732,Wanda Gág House Interpretive Center and Museum,2
34,educational programs for all ages,1037,Morris Museum of Art,3
35,educational programs for all ages,5166,SPARK Museum of Electrical Invention,3
36,educational programs for all ages,5427,Folger Shakespeare Library,3
37,educational programs for all ages,5063,Virginia Historical Society,3
38,educational programs for all ages,584,White Memorial Conservation Center,4
39,educational programs for all ages,535,New Haven Museum and Historical Society,2
40,educational programs for all ages,4206,Erie Art Museum,2
41,educational programs for all ages,5233,Museums of Oglebay Institute,2
42,educational programs for all ages,1428,Indiana University East Art Gallery,3
43,educational programs for all ages,3489,Mid-Hudson Children's Museum,5
44,educational programs for all ages,3501,Museum of the Earth,3
45,educational programs for all ages,3163,New Jersey State Museum,3
46,educational programs for all ages,1849,Masur Museum of Art,3
47,educational programs for all ages,1126,Adler Planetarium,5
48,educational programs for all ages,4929,Hampton Roads Naval Museum,2
49,educational programs for all ages,2910,SpectrUM Discovery Area,5
50,educational programs for all ages,1378,Conner Prairie,5
51,educational programs for all ages,713,Fairchild Tropical Botanic Garden,3
52,educational programs for all ages,2877,"The Magic House, St. Louis Children's Museum",5
53,educational programs for all ages,1247,Kohl Children's Museum,5
54,educational programs for all ages,5509,Atlanta Contemporary Art Center,2
55,educational programs for all ages,1371,Carnegie Museum of Montgomery County,2
56,educational programs for all ages,5504,Turtle Bay Exploration Park,3
57,educational programs for all ages,2641,Hjemkomst Center,2
58,educational programs for all ages,1518,African American Museum of Iowa,3
59,educational programs for all ages,349,Children's Museum of Denver,5
60,educational programs for all ages,2678,Minnesota Marine Art Museum,3
61,educational programs for all ages,5363,Paine Art Center and Gardens,2
62,educational programs for all ages,4629,The Cotton Museum,2
63,educational programs for all ages,3061,A. J. Meerwald,2
64,educational programs for all ages,2039,Historical Society of Baltimore County,2
65,educational programs for all ages,5235,Oglebay Institute’s Stifel Fine Arts Center,2
66,educational programs for all ages,2625,Giiwedinong Treaty Rights and Culture Museum,2
67,educational programs for all ages,3023,McAuliffe-Shepard Discovery Center,5
68,educational programs for all ages,2386,Dennos Museum Center,3
69,educational programs for all ages,5070,Virginia Museum of Natural History,4
70,educational programs for all ages,5566,"Long Island Museum of American Art, History, and Carriages",3
71,educational programs for all ages,5604,American Jewish Museum,2
72,educational programs for all ages,631,American Museum of the Cuban Diaspora,3
73,educational programs for all ages,273,Shiloh Museum of Ozark History,2
74,educational programs for all ages,4016,Nature Center at Shaker Lakes,5
75,educational programs for all ages,1072,Valdosta State University Fine Arts Gallery,3
76,educational programs for all ages,5182,Yakima Valley Museum,3
77,educational programs for all ages,37,Gulf Coast Exploreum Science Center,4
78,educational programs for all ages,5054,United States Army Women's Museum,3
79,educational programs for all ages,52,Montgomery Museum of Fine Arts,3
80,educational programs for all ages,4365,Susquehanna Art Museum,3
81,educational programs for all ages,2177,Fisher Museum Harvard Forest,2
82,educational programs for all ages,5086,William King Museum of Art,3
83,educational programs for all ages,5288,Discovery World,5
84,educational programs for all ages,2541,Upper Peninsula Children's Museum,5
85,educational programs for all ages,3397,Genesee Country Village and Museum,3
86,educational programs for all ages,3424,Herschell Carrousel Factory Museum,3
87,educational programs for all ages,2152,Children's Museum in Easton,4
88,educational programs for all ages,2062,National Cryptologic Museum,3
89,educational programs for all ages,3977,Heritage Hall,2
90,educational programs for all ages,3343,Castellani Art Museum,3
91,educational programs for all ages,2394,Eli and Edythe Broad Art Museum,3
92,educational programs for all ages,280,Bohart Museum of Entomology,3
93,educational programs for all ages,3210,WheatonArts,2
94,educational programs for all ages,2471,Michigan Science Center,5
95,educational programs for all ages,3344,Catskill Fly Fishing Center and Museum,2
96,educational programs for all ages,2592,Charles A. Weyerhaeuser Memorial Museum,2
97,educational programs for all ages,4,Alabama Jazz Hall of Fame,2
98,educational programs for all ages,4461,Slater Mill,2
99,educational programs for all ages,486,Fairfield Museum and History Center,2
100,educational programs for all ages,3022,Margret and H.A. Rey Center,2
101,educational programs for all ages,1764,Marie Stewart Museum & Craft Shop,2
102,educational programs for all ages,2604,Cycling Museum of Minnesota,2
103,educational programs for all ages,4665,Lichterman Nature Center,4
104,educational programs for all ages,1754,Kentucky Museum,2
105,educational programs for all ages,4113,Museum of the Great Plains,2
106,educational programs for all ages,656,Eastern Florida State College Planetarium & Observatory,4
107,educational programs for all ages,1326,Southern Illinois University Edwardsville ADW Gallery,3
108,educational programs for all ages,577,University of Saint Joseph Art Gallery,3
109,educational programs for all ages,598,Delaware Mineralogical Society,2
110,educational programs for all ages,5196,"Carnegie Hall, Inc.",2
111,educational programs for all ages,2257,MIT Museum,3
112,educational programs for all ages,3746,Imagination Station Science Museum,5
113,educational programs for all ages,3493,Milton J. Rubenstein Museum of Science and Technology,5
114,educational programs for all ages,123,Center for Creative Photography,3
115,educational programs for all ages,5452,National Children's Museum,5
116,educational programs for all ages,5639,Edward M. Kennedy Institute for the United States Senate,3
117,educational programs for all ages,4832,Southern Vermont Natural History Museum,2
118,educational programs for all ages,2401,Flint Children's Museum,5
119,educational programs for all ages,4599,W. H. Over Museum,2
0,museums in San Francisco that host art workshops or classes,4786,Utah Museum of Fine Arts,1
1,museums in San Francisco that host art workshops or classes,2347,American Museum of Magic,1
2,museums in San Francisco that host art workshops or classes,527,Mystic Seaport,1
3,museums in San Francisco that host art workshops or classes,1434,Indianapolis Museum of Art,1
4,museums in San Francisco that host art workshops or classes,5475,Rubell Museum DC,1
5,museums in San Francisco that host art workshops or classes,1084,Honolulu Museum of Art,1
6,museums in San Francisco that host art workshops or classes,905,San Carlos Institute,1
7,museums in San Francisco that host art workshops or classes,2104,Washington County Museum of Fine Arts,1
8,museums in San Francisco that host art workshops or classes,3163,New Jersey State Museum,1
9,museums in San Francisco that host art workshops or classes,2511,University of Michigan School of Art & Design Galleries,1
10,museums in San Francisco that host art workshops or classes,1427,Indiana State Museum,1
11,museums in San Francisco that host art workshops or classes,5005,Peninsula Fine Arts Center,1
12,museums in San Francisco that host art workshops or classes,3326,Buffalo AKG Art Museum,1
13,museums in San Francisco that host art workshops or classes,5458,National Museum of African Art,1
14,museums in San Francisco that host art workshops or classes,1979,University of Maine Museum of Art,1
15,museums in San Francisco that host art workshops or classes,809,Maitland Art Center,1
16,museums in San Francisco that host art workshops or classes,340,A.R. Mitchell Western Art Museum,1
17,museums in San Francisco that host art workshops or classes,1070,Tubman Museum,1
18,museums in San Francisco that host art workshops or classes,2633,Hay Lake School and Erickson Log Home,1
19,museums in San Francisco that host art workshops or classes,4766,Natural History Museum of Utah,1
20,museums in San Francisco that host art workshops or classes,5480,Smithsonian American Art Museum,1
21,museums in San Francisco that host art workshops or classes,846,Museum of Discovery and Science,1
22,museums in San Francisco that host art workshops or classes,2709,Schubert Club Museum of Musical Instruments,1
23,museums in San Francisco that host art workshops or classes,463,Children's Museum,1
24,museums in San Francisco that host art workshops or classes,1541,Des Moines Art Center,1
25,museums in San Francisco that host art workshops or classes,5328,Madison Museum of Contemporary Art,1
26,museums in San Francisco that host art workshops or classes,367,Durango and Silverton Narrow Gauge Railroad,1
27,museums in San Francisco that host art workshops or classes,590,Yale University Collection of Musical Instruments,1
28,museums in San Francisco that host art workshops or classes,2495,Pewabic Pottery,1
29,museums in San Francisco that host art workshops or classes,2200,Historic Deerfield,1
30,museums in San Francisco that host art workshops or classes,2257,MIT Museum,1
31,museums in San Francisco that host art workshops or classes,2634,Hennepin History Museum,1
32,museums in San Francisco that host art workshops or classes,2009,Chesapeake Bay Maritime Museum,1
33,museums in San Francisco that host art workshops or classes,1223,Illinois State Museum,1
34,museums in San Francisco that host art workshops or classes,1108,Captain John Mullan Museum,1
35,museums in San Francisco that host art workshops or classes,2904,Montana Museum of Art & Culture,1
36,museums in San Francisco that host art workshops or classes,2732,Wanda Gág House Interpretive Center and Museum,1
37,museums in San Francisco that host art workshops or classes,2153,Clark Art Institute,1
38,museums in San Francisco that host art workshops or classes,3817,Page-Walker Arts & History Center,1
39,museums in San Francisco that host art workshops or classes,2640,History Center of Olmsted County,1
40,museums in San Francisco that host art workshops or classes,1221,Illinois Railway Museum,1
41,museums in San Francisco that host art workshops or classes,1382,David Owsley Museum of Art,1
42,museums in San Francisco that host art workshops or classes,3977,Heritage Hall,1
43,museums in San Francisco that host art workshops or classes,1442,Kurt Vonnegut Museum and Library,1
44,museums in San Francisco that host art workshops or classes,200,Wells Fargo Museum,4
45,museums in San Francisco that host art workshops or classes,4,Alabama Jazz Hall of Fame,1
46,museums in San Francisco that host art workshops or classes,4129,Philbrook Museum of Art,1
47,museums in San Francisco that host art workshops or classes,2293,Provincetown Art Association and Museum,1
48,museums in San Francisco that host art workshops or classes,1889,Brick Store Museum,1
49,museums in San Francisco that host art workshops or classes,3786,Museum of Anthropology at Wake Forest University,1
50,museums in San Francisco that host art workshops or classes,944,Vero Beach Museum of Art,1
51,museums in San Francisco that host art workshops or classes,1113,Hagerman Fossil Beds National Monument,1
52,museums in San Francisco that host art workshops or classes,1227,International Museum of Surgical Science,1
53,museums in San Francisco that host art workshops or classes,4745,Chase Home Museum of Utah Folk Arts,1
54,museums in San Francisco that host art workshops or classes,3177,Princeton University Art Museum,1
55,museums in San Francisco that host art workshops or classes,3532,Old Fort House Museum,1
56,museums in San Francisco that host art workshops or classes,749,Glazer Children's Museum,1
57,museums in San Francisco that host art workshops or classes,1229,ISM Chicago Gallery,1
58,museums in San Francisco that host art workshops or classes,953,Wolfsonian-FIU,1
59,museums in San Francisco that host art workshops or classes,3219,Albuquerque Museum of Art and History,1
60,museums in San Francisco that host art workshops or classes,112,Arizona-Sonora Desert Museum,1
61,museums in San Francisco that host art workshops or classes,4543,Ripley's Believe It or Not!,1
62,museums in San Francisco that host art workshops or classes,642,Art Center Sarasota,1
63,museums in San Francisco that host art workshops or classes,5606,Carnegie Museum of Art,1
64,museums in San Francisco that host art workshops or classes,3925,Bowling Green State University Fine Art Galleries,1
65,museums in San Francisco that host art workshops or classes,82,Alutiiq Museum,1
66,museums in San Francisco that host art workshops or classes,880,Panama City Center for the Arts,1
67,museums in San Francisco that host art workshops or classes,1268,McDonald's No. 1 Store Museum,1
68,museums in San Francisco that host art workshops or classes,52,Montgomery Museum of Fine Arts,1
69,museums in San Francisco that host art workshops or classes,4654,Guinness World Records,1
70,museums in San Francisco that host art workshops or classes,1401,Great American Songbook Foundation,1
71,museums in San Francisco that host art workshops or classes,3150,Montclair Art Museum,1
72,museums in San Francisco that host art workshops or classes,3345,Center for Photography at Woodstock,1
73,museums in San Francisco that host art workshops or classes,3814,Old Salem Toy Museum,1
74,museums in San Francisco that host art workshops or classes,619,"Winterthur Museum, Garden and Library",1
75,museums in San Francisco that host art workshops or classes,2124,Battleship Cove,1
76,museums in San Francisco that host art workshops or classes,1420,Indiana Dinosaur Museum,1
77,museums in San Francisco that host art workshops or classes,2861,National Museum of Transportation,1
78,museums in San Francisco that host art workshops or classes,3216,Zimmerli Art Museum,1
79,museums in San Francisco that host art workshops or classes,2635,Hewitt Public School Museum,1
80,museums in San Francisco that host art workshops or classes,1328,Spurlock Museum,1
81,museums in San Francisco that host art workshops or classes,1134,Art Institute of Chicago,1
82,museums in San Francisco that host art workshops or classes,3103,Garden State Discovery Museum,1
83,museums in San Francisco that host art workshops or classes,1324,Southern Illinois Art & Artisans Center,1
84,museums in San Francisco that host art workshops or classes,618,University Gallery,1
85,museums in San Francisco that host art workshops or classes,1282,Naper Settlement,1
86,museums in San Francisco that host art workshops or classes,724,Florida Holocaust Museum,1
87,museums in San Francisco that host art workshops or classes,2089,Strathmore,1
88,museums in San Francisco that host art workshops or classes,2476,Midland County Historical Society's Heritage Park,1
89,museums in San Francisco that host art workshops or classes,3487,Memorial Art Gallery,1
90,museums in San Francisco that host art workshops or classes,999,Georgia Museum of Art,1
91,museums in San Francisco that host art workshops or classes,3943,Dayton Art Institute,1
92,museums in San Francisco that host art workshops or classes,420,Rocky Mountain Quilt Museum,1
93,museums in San Francisco that host art workshops or classes,2003,Brunswick Heritage Museum,1
94,museums in San Francisco that host art workshops or classes,719,Florida Agricultural Museum,1
95,museums in San Francisco that host art workshops or classes,1518,African American Museum of Iowa,1
96,museums in San Francisco that host art workshops or classes,1142,Billy Graham Center Museum,1
97,museums in San Francisco that host art workshops or classes,2672,Minneapolis Institute of Art,1
98,museums in San Francisco that host art workshops or classes,5025,Ripley's Believe It or Not!,1
99,museums in San Francisco that host art workshops or classes,3269,New Mexico Museum of Art,1
100,museums in San Francisco that host art workshops or classes,371,Fiske Planetarium,1
101,museums in San Francisco that host art workshops or classes,4661,Knoxville Museum of Art,1
102,museums in San Francisco that host art workshops or classes,5233,Museums of Oglebay Institute,1
103,museums in San Francisco that host art workshops or classes,3357,Corning Museum of Glass,1
104,museums in San Francisco that host art workshops or classes,2346,Alden B. Dow Museum of Science & Art,1
105,museums in San Francisco that host art workshops or classes,5454,National Gallery of Art,1
106,museums in San Francisco that host art workshops or classes,3258,Millicent Rogers Museum,1
107,museums in San Francisco that host art workshops or classes,2978,Sheldon Museum of Art,1
108,museums in San Francisco that host art workshops or classes,191,Tucson Museum of Art,1
109,museums in San Francisco that host art workshops or classes,897,Ripley's Believe It or Not! Museum,1
110,museums in San Francisco that host art workshops or classes,5219,Heritage Farm Museum and Village,1
111,museums in San Francisco that host art workshops or classes,3436,Hudson River Museum,1
112,museums in San Francisco that host art workshops or classes,5460,National Museum of the American Indian,1
113,museums in San Francisco that host art workshops or classes,5712,Nelson-Atkins Museum of Art,1
114,museums in San Francisco that host art workshops or classes,356,Colorado Springs Fine Arts Center,1
115,museums in San Francisco that host art workshops or classes,288,California State Railroad Museum,1
116,museums in San Francisco that host art workshops or classes,382,Kirkland Museum of Fine & Decorative Art,1
117,museums in San Francisco that host art workshops or classes,727,Florida Museum of Photographic Arts,1
118,museums in San Francisco that host art workshops or classes,3250,Harwood Museum of Art,1
119,museums in San Francisco that host art workshops or classes,1028,Madison Museum of Fine Art,1
0,child-friendly in California,3674,Bennett Place State Historic Site,1
1,child-friendly in California,1724,Creation Museum,1
2,child-friendly in California,4356,Speaker's House,1
3,child-friendly in California,2799,Walter Anderson Museum of Art,1
4,child-friendly in California,3400,Gerrit Smith Estate,1
5,child-friendly in California,1202,Frank Lloyd Wright Home and Studio,1
6,child-friendly in California,1645,Emporia State University Galleries,1
7,child-friendly in California,528,Nathan Hale Homestead,1
8,child-friendly in California,2925,Boys Town,1
9,child-friendly in California,807,Lowe Art Museum,1
10,child-friendly in California,833,Morikami Museum and Japanese Gardens,1
11,child-friendly in California,4720,Trousdale Place,1
12,child-friendly in California,2877,"The Magic House, St. Louis Children's Museum",1
13,child-friendly in California,4559,White Home,1
14,child-friendly in California,1856,Nottoway Plantation,1
15,child-friendly in California,1108,Captain John Mullan Museum,1
16,child-friendly in California,992,Flannery O'Connor Childhood Home,1
17,child-friendly in California,860,Norman Studios Silent Film Museum,1
18,child-friendly in California,3511,National Shrine of the North American Martyrs,1
19,child-friendly in California,4697,Rock Castle,1
20,child-friendly in California,361,Denver Art Museum,1
21,child-friendly in California,466,Connecticut Children's Museum,1
22,child-friendly in California,1119,McConnell Mansion Museum,1
23,child-friendly in California,5459,National Museum of American History,1
24,child-friendly in California,4005,Mercer-Smith Log House,1
25,child-friendly in California,164,Petersen House Museum,1
26,child-friendly in California,2282,Orchard House,1
27,child-friendly in California,789,Kingsley Plantation,1
28,child-friendly in California,2168,Emily Dickinson Museum,1
29,child-friendly in California,2460,Marshlands Museum and Nature Center,1
30,child-friendly in California,2345,Alden B. Dow Home & Studio,1
31,child-friendly in California,4620,Chasing Rainbows,1
32,child-friendly in California,4485,Clemson Area African American Museum,1
33,child-friendly in California,763,Hernando Heritage Museum,1
34,child-friendly in California,3491,Midway State Park,1
35,child-friendly in California,4194,Da Vinci Science Center,1
36,child-friendly in California,5388,Ten Chimneys,1
37,child-friendly in California,3513,National Toy Hall of Fame,1
38,child-friendly in California,1713,Big Bone Lick State Park,1
39,child-friendly in California,3984,J. E. Reeves Victorian Home & Carriage House Museum,1
40,child-friendly in California,246,Little Rock Central High School,1
41,child-friendly in California,3920,Belmont County Victorian Mansion Museum,1
42,child-friendly in California,892,Potter's Wax Museum,1
43,child-friendly in California,2533,Tawas Point Light,1
44,child-friendly in California,5437,Howard University Gallery of Art,1
45,child-friendly in California,2388,Detroit Institute of Arts,1
46,child-friendly in California,3673,Bellamy Mansion,1
47,child-friendly in California,1075,Westville,1
48,child-friendly in California,350,Colorado Governor's Mansion,1
49,child-friendly in California,5014,Poplar Forest,1
50,child-friendly in California,5022,Reynolds Homestead,1
51,child-friendly in California,4106,Mabee-Gerrer Museum of Art,1
52,child-friendly in California,4210,Fallingwater,1
53,child-friendly in California,5311,Jewish Museum Milwaukee,1
54,child-friendly in California,63,Rosenbaum House,1
55,child-friendly in California,347,Buell Children's Museum,1
56,child-friendly in California,5471,The Phillips Collection,1
57,child-friendly in California,2814,Community of Christ Museum,1
58,child-friendly in California,1876,Winter Quarters State Historic Site,1
59,child-friendly in California,2968,Pioneer Village,1
60,child-friendly in California,4766,Natural History Museum of Utah,1
61,child-friendly in California,5127,Imagine Children's Museum,1
62,child-friendly in California,5110,Cougar Mountain Zoo,1
63,child-friendly in California,2591,Charles A. Lindbergh Historic Site,1
64,child-friendly in California,1652,Fort Riley Museums,1
65,child-friendly in California,285,California State Capitol Museum,4
66,child-friendly in California,262,Parkin Archeological State Park,1
67,child-friendly in California,973,Bulloch Hall,1
68,child-friendly in California,3416,Hart-Cluett Mansion,1
69,child-friendly in California,255,Museum of American History at Cabot High School,1
70,child-friendly in California,1173,Dewitt County Museum,1
71,child-friendly in California,2842,Liberty Jail,1
72,child-friendly in California,727,Florida Museum of Photographic Arts,1
73,child-friendly in California,2691,Northfield Historical Society Museum,1
74,child-friendly in California,1300,Perry Farm Park,1
75,child-friendly in California,4205,Ephrata Cloister,1
76,child-friendly in California,3677,Biltmore Estate,1
77,child-friendly in California,2337,Wistariahurst Museum,1
78,child-friendly in California,2879,Ulysses S. Grant National Historic Site,1
79,child-friendly in California,4648,Fort Loudoun,1
80,child-friendly in California,5659,Old North Church,1
81,child-friendly in California,4650,Graceland,1
82,child-friendly in California,225,Fargo Agricultural School Museum,1
83,child-friendly in California,1065,Taylor-Grady House,1
84,child-friendly in California,1490,Ruthmere,1
85,child-friendly in California,3642,Watervliet Shaker Historic District,1
86,child-friendly in California,902,Salvador Dalí Museum,1
87,child-friendly in California,2349,Ann Arbor Hands-On Museum,1
88,child-friendly in California,1134,Art Institute of Chicago,1
89,child-friendly in California,655,Bonnet House Museum & Gardens,1
90,child-friendly in California,2828,Harry S. Truman National Historic Site,1
91,child-friendly in California,2583,Brown County Museum,1
92,child-friendly in California,2959,Mayhew Cabin & Historic Village,1
93,child-friendly in California,3952,EnterTRAINment Junction,1
94,child-friendly in California,999,Georgia Museum of Art,1
95,child-friendly in California,362,Denver Firefighters Museum,1
96,child-friendly in California,2417,Grand Rapids Public Museum,1
97,child-friendly in California,646,Barnacle Historic State Park,1
98,child-friendly in California,1870,Shadows-on-the-Teche,1
99,child-friendly in California,1425,Indiana Military Museum,1
100,child-friendly in California,4854,"Arlington House, The Robert E. Lee Memorial",1
101,child-friendly in California,525,Museum of Connecticut History,1
102,child-friendly in California,3268,New Mexico Holocaust & Intolerance Museum,1
103,child-friendly in California,160,Musical Instrument Museum,1
104,child-friendly in California,3091,Drumthwacket,1
105,child-friendly in California,5129,KidsQuest Children's Museum,1
106,child-friendly in California,138,Grand Canyon National Park,1
107,child-friendly in California,3255,Loretto Chapel,1
108,child-friendly in California,4406,The Breakers,1
109,child-friendly in California,5025,Ripley's Believe It or Not!,1
110,child-friendly in California,1829,Herbert S. Ford Memorial Museum,1
111,child-friendly in California,5526,Herndon Home,1
112,child-friendly in California,4289,Merrick Art Gallery,1
113,child-friendly in California,2495,Pewabic Pottery,1
114,child-friendly in California,3922,Bicycle Museum of America,1
115,child-friendly in California,4476,Bob Jones University Museum & Gallery,1
116,child-friendly in California,4164,Baker Mansion,1
117,child-friendly in California,4586,Porter Sculpture Park,1
0,family days in New York,1498,Shrine of Saint Mother Théodore Guérin,1
1,family days in New York,4665,Lichterman Nature Center,1
2,family days in New York,974,Callaway Plantation,1
3,family days in New York,4962,Long Branch Plantation,1
4,family days in New York,1321,Silkwood Inn,1
5,family days in New York,3407,Graycliff,1
6,family days in New York,5014,Poplar Forest,1
7,family days in New York,1054,Sapelo Island Visitors Center,1
8,family days in New York,245,Lakeport Plantation,1
9,family days in New York,3998,Malabar Farm State Park,1
