query,museum_id,museum_name,score,rel
"opened on Veterans Day, attended by top military officials",374,Fort Garland Museum,4.52240664,1
"opened on Veterans Day, attended by top military officials",3327,Buffalo and Erie County Naval & Military Park,4.516940084,4
"opened on Veterans Day, attended by top military officials",5465,National Portrait Gallery,4.50044108,1
"opened on Veterans Day, attended by top military officials",1326,Southern Illinois University Edwardsville ADW Gallery,4.493023257,1
"opened on Veterans Day, attended by top military officials",1378,Conner Prairie,4.485175706,1
"opened on Veterans Day, attended by top military officials",4651,Gray Fossil Museum,4.482338308,1
"opened on Veterans Day, attended by top military officials",1268,McDonald's No. 1 Store Museum,4.473962109,1
"opened on Veterans Day, attended by top military officials",4158,American Treasure Tour,4.451894116,1
"opened on Veterans Day, attended by top military officials",899,Rubell Museum,4.447583794,1
"opened on Veterans Day, attended by top military officials",1088,Japanese Cultural Center of Hawaii,4.442812609,1
"opened on Veterans Day, attended by top military officials",2012,College Park Aviation Museum,4.438103921,1
"opened on Veterans Day, attended by top military officials",5463,National Museum of Natural History,4.43782139,2
"opened on Veterans Day, attended by top military officials",4738,Brigham Young University Museum of Art,4.429529049,1
"opened on Veterans Day, attended by top military officials",5140,Monarch Contemporary Art Center and Sculpture Park,4.424575271,1
"opened on Veterans Day, attended by top military officials",246,Little Rock Central High School,4.423083402,2
"opened on Veterans Day, attended by top military officials",2890,C. M. Russell Museum Complex,4.410270748,1
"opened on Veterans Day, attended by top military officials",2635,Hewitt Public School Museum,4.405701852,1
"opened on Veterans Day, attended by top military officials",1298,Peoria Riverfront Museum,4.382962113,1
"opened on Veterans Day, attended by top military officials",182,Tempe Center for the Arts,4.381275057,1
"opened on Veterans Day, attended by top military officials",475,Danbury Railway Museum,4.350363498,5
"opened on Veterans Day, attended by top military officials",274,University Museum and Cultural Center,4.325241677,1
"opened on Veterans Day, attended by top military officials",5566,"Long Island Museum of American Art, History, and Carriages",4.322666634,1
"opened on Veterans Day, attended by top military officials",5475,Rubell Museum DC,4.296718136,1
"opened on Veterans Day, attended by top military officials",2286,Peabody Essex Museum,4.294433627,1
"opened on Veterans Day, attended by top military officials",761,Henry B. Plant Museum,4.289135567,1
"opened on Veterans Day, attended by top military officials",2218,John Greenleaf Whittier Homestead,4.278733294,1
"opened on Veterans Day, attended by top military officials",3329,Buffalo History Museum,4.278733294,2
"opened on Veterans Day, attended by top military officials",541,"Old State House, Joseph Steward Museum of Oddities and Curiosities",4.275009098,1
"opened on Veterans Day, attended by top military officials",62,Rickwood Field,4.265198673,1
"opened on Veterans Day, attended by top military officials",4281,Martin Guitar Museum,4.235147632,1
"opened on Veterans Day, attended by top military officials",1039,Museum of Aviation,4.234805732,1
"opened on Veterans Day, attended by top military officials",1361,The Barns at Nappanee,4.231987312,1
"opened on Veterans Day, attended by top military officials",4787,Utah State Capitol,4.222965372,1
"opened on Veterans Day, attended by top military officials",702,Don Garlits Museum of Drag Racing,4.203733842,1
"opened on Veterans Day, attended by top military officials",1236,John Deere Pavilion,4.174960929,1
"opened on Veterans Day, attended by top military officials",966,Augusta Canal National Heritage Area Discovery Center,4.170980013,1
"opened on Veterans Day, attended by top military officials",107,Arizona Copper Art Museum,4.170454256,1
"opened on Veterans Day, attended by top military officials",735,Fort Clinch State Park,4.168820202,1
"opened on Veterans Day, attended by top military officials",309,Marshall Gold Discovery State Historic Park,4.143392166,1
"opened on Veterans Day, attended by top military officials",436,Wheeler / Stallard Museum,4.111140073,1
"opened on Veterans Day, attended by top military officials",3793,NASCAR Hall of Fame,4.087597377,1
"opened on Veterans Day, attended by top military officials",4195,DeBence Antique Music World,4.083320227,1
"opened on Veterans Day, attended by top military officials",2034,Hampton National Historic Site,4.06005706,1
"opened on Veterans Day, attended by top military officials",122,Cave Creek Museum,4.044283831,1
educational programs for all ages,2622,Giants of the Earth Heritage Center,10.67052453,3
educational programs for all ages,2646,International Wolf Center,9.737772719,4
educational programs for all ages,5124,Hands On Children's Museum,9.639485206,5
educational programs for all ages,5342,Museum of Wisconsin Art,9.424776752,3
educational programs for all ages,5182,Yakima Valley Museum,9.350639152,3
educational programs for all ages,4799,Brattleboro Museum and Art Center,9.205710948,3
educational programs for all ages,1247,Kohl Children's Museum,8.937876592,5
educational programs for all ages,3586,Sciencenter,8.910394805,5
educational programs for all ages,2401,Flint Children's Museum,8.795625584,5
educational programs for all ages,5070,Virginia Museum of Natural History,8.739549144,4
educational programs for all ages,2402,Flint Institute of Arts,8.734912444,3
educational programs for all ages,2471,Michigan Science Center,8.703920965,5
educational programs for all ages,2640,History Center of Olmsted County,8.586924665,3
educational programs for all ages,1894,Center for Maine Contemporary Art,8.535505058,3
educational programs for all ages,4423,Haffenreffer Museum of Anthropology,8.385679562,3
educational programs for all ages,1518,African American Museum of Iowa,8.302682067,3
educational programs for all ages,1606,Sioux City Art Center,8.283889922,3
educational programs for all ages,143,I.d.e.a. Museum,8.275869076,4
educational programs for all ages,677,Cocoa Beach Surf Museum,8.112778127,2
educational programs for all ages,1514,WonderLab,8.070019108,5
educational programs for all ages,4365,Susquehanna Art Museum,8.032143479,3
educational programs for all ages,1684,Museum of World Treasures,8.0320901,3
educational programs for all ages,4112,Museum of Osteology,7.943979066,4
educational programs for all ages,707,Edison and Ford Winter Estates,7.881245022,3
educational programs for all ages,2152,Children's Museum in Easton,7.773809409,4
educational programs for all ages,653,Boca Raton Museum of Art,7.769583373,3
educational programs for all ages,3501,Museum of the Earth,7.519080111,3
educational programs for all ages,2904,Montana Museum of Art & Culture,7.31193358,3
educational programs for all ages,2877,"The Magic House, St. Louis Children's Museum",7.233869515,5
educational programs for all ages,5566,"Long Island Museum of American Art, History, and Carriages",7.231980927,3
educational programs for all ages,2541,Upper Peninsula Children's Museum,7.076334614,5
educational programs for all ages,166,Phoenix Art Museum,7.03581407,3
educational programs for all ages,4803,"ECHO, Leahy Center for Lake Champlain",7.010427746,5
educational programs for all ages,2386,Dennos Museum Center,6.988264828,3
educational programs for all ages,3397,Genesee Country Village and Museum,6.851011596,3
educational programs for all ages,1270,McLean County Museum of History,6.769550047,3
educational programs for all ages,4016,Nature Center at Shaker Lakes,6.759615183,5
educational programs for all ages,1010,Gwinnett Environmental & Heritage Center,6.628618012,5
educational programs for all ages,2985,University of Nebraska State Museum,6.600913068,5
educational programs for all ages,5063,Virginia Historical Society,6.518565427,3
educational programs for all ages,758,Hannibal Square Heritage Center,6.508076272,3
educational programs for all ages,4430,Jamestown Arts Center,6.498245383,3
educational programs for all ages,5166,SPARK Museum of Electrical Invention,6.464414131,3
educational programs for all ages,1640,Cosmosphere,6.456745671,4
educational programs for all ages,999,Georgia Museum of Art,6.36971413,3
educational programs for all ages,2039,Historical Society of Baltimore County,6.332706032,2
educational programs for all ages,2439,Kalamazoo Institute of Arts,6.28672579,3
educational programs for all ages,597,Delaware Center for Horticulture,6.203674125,3
educational programs for all ages,37,Gulf Coast Exploreum Science Center,6.19189343,4
educational programs for all ages,196,University of Arizona Poetry Center,6.141792026,3
educational programs for all ages,3345,Center for Photography at Woodstock,6.139180629,3
educational programs for all ages,2625,Giiwedinong Treaty Rights and Culture Museum,6.118572522,2
educational programs for all ages,5196,"Carnegie Hall, Inc.",5.950331522,2
educational programs for all ages,2648,Itasca Heritage Center,5.937422392,2
educational programs for all ages,3142,Marine Mammal Stranding Center,5.873110659,3
educational programs for all ages,5452,National Children's Museum,5.813795009,5
educational programs for all ages,3347,Chautauqua Institution,5.801396395,4
educational programs for all ages,569,Stanley-Whitman House,5.794589615,2
educational programs for all ages,480,Discovery Museum and Planetarium,5.740592124,4
educational programs for all ages,2062,National Cryptologic Museum,5.68191495,3
educational programs for all ages,5690,Pacific Science Center,5.653345849,5
educational programs for all ages,2736,Washington County Heritage Center,5.625888688,2
educational programs for all ages,1378,Conner Prairie,5.606455118,5
educational programs for all ages,5086,William King Museum of Art,5.567355578,3
educational programs for all ages,1745,Highlands Museum and Discovery Center,5.547100695,4
educational programs for all ages,1126,Adler Planetarium,5.521724937,5
educational programs for all ages,4768,Ott Planetarium,5.49069273,4
educational programs for all ages,2584,Bruentrup Heritage Farm,5.470154558,2
educational programs for all ages,3699,Clemmons Educational State Forest,5.452410289,4
educational programs for all ages,1431,Indianapolis Art Center,5.428390819,4
educational programs for all ages,3983,Imagination Station,5.366767193,5
educational programs for all ages,584,White Memorial Conservation Center,5.365237416,4
educational programs for all ages,2177,Fisher Museum Harvard Forest,5.346243381,2
educational programs for all ages,2732,Wanda Gág House Interpretive Center and Museum,5.343967984,2
educational programs for all ages,1037,Morris Museum of Art,5.341388814,3
educational programs for all ages,4929,Hampton Roads Naval Museum,5.328731527,2
educational programs for all ages,5207,Fort New Salem,5.287762526,2
educational programs for all ages,3977,Heritage Hall,5.28069685,2
educational programs for all ages,1677,Marianna Kistler Beach Museum of Art,5.273644477,3
educational programs for all ages,636,Apalachicola Maritime Museum,5.247055136,3
educational programs for all ages,598,Delaware Mineralogical Society,5.188031489,2
educational programs for all ages,3061,A. J. Meerwald,5.167196084,2
educational programs for all ages,4461,Slater Mill,5.16208426,2
educational programs for all ages,5107,Clark County Historical Museum,5.159740772,2
educational programs for all ages,5509,Atlanta Contemporary Art Center,5.159740772,2
educational programs for all ages,1066,Teaching Museum North,5.156463869,3
educational programs for all ages,3287,US Southwest Soaring Museum,5.130840222,2
educational programs for all ages,5478,S. Dillon Ripley Center,5.128111123,3
educational programs for all ages,2394,Eli and Edythe Broad Art Museum,5.11605512,3
educational programs for all ages,2368,Charles H. Wright Museum of African American History,5.114350514,3
educational programs for all ages,1852,Multicultural Center of the South,5.105751424,3
educational programs for all ages,3746,Imagination Station Science Museum,5.089309004,5
educational programs for all ages,2153,Clark Art Institute,5.088294594,3
educational programs for all ages,3344,Catskill Fly Fishing Center and Museum,5.079166741,2
educational programs for all ages,273,Shiloh Museum of Ozark History,5.067477284,2
educational programs for all ages,4832,Southern Vermont Natural History Museum,5.038201923,2
educational programs for all ages,5054,United States Army Women's Museum,5.023870205,3
educational programs for all ages,3343,Castellani Art Museum,4.99690257,3
educational programs for all ages,197,Verde Valley Archaeology Center,4.992907167,3
educational programs for all ages,4766,Natural History Museum of Utah,4.983343253,5
educational programs for all ages,5439,International Spy Museum,4.981929178,3
educational programs for all ages,1849,Masur Museum of Art,4.974475236,3
educational programs for all ages,5598,Three Village Historical Society,4.95526439,2
educational programs for all ages,5233,Museums of Oglebay Institute,4.948601624,2
educational programs for all ages,5235,Oglebay Institute’s Stifel Fine Arts Center,4.948601624,2
educational programs for all ages,4665,Lichterman Nature Center,4.934297679,4
educational programs for all ages,1246,Kishwaukee College Art Gallery,4.930219151,3
educational programs for all ages,4785,Utah Museum of Contemporary Art,4.925086844,3
educational programs for all ages,2703,Richfield History Center and Bartholomew House Museum,4.922655298,2
educational programs for all ages,3028,New Hampshire Historical Society,4.897016243,2
educational programs for all ages,535,New Haven Museum and Historical Society,4.874070673,2
educational programs for all ages,2604,Cycling Museum of Minnesota,4.871244225,2
educational programs for all ages,4629,The Cotton Museum,4.868203118,2
educational programs for all ages,1326,Southern Illinois University Edwardsville ADW Gallery,4.864935202,3
educational programs for all ages,577,University of Saint Joseph Art Gallery,4.862798975,3
educational programs for all ages,3489,Mid-Hudson Children's Museum,4.840988145,5
educational programs for all ages,2794,Strawberry Plains Audubon Center,4.829633118,3
educational programs for all ages,2007,"Center for Art, Design and Visual Culture",4.806783091,3
educational programs for all ages,1979,University of Maine Museum of Art,4.804547249,3
educational programs for all ages,1428,Indiana University East Art Gallery,4.804467435,3
educational programs for all ages,376,Garden of the Gods Visitor and Nature Center,4.7967979,3
educational programs for all ages,3475,Mabee Farm Historic Site,4.767370179,2
educational programs for all ages,976,Cannonball House,4.764519869,2
educational programs for all ages,3210,WheatonArts,4.758259872,2
educational programs for all ages,1993,Academy Art Museum,4.747531486,3
educational programs for all ages,1137,Balzekas Museum of Lithuanian Culture,4.743199992,3
educational programs for all ages,5363,Paine Art Center and Gardens,4.741356215,2
educational programs for all ages,3163,New Jersey State Museum,4.737521833,3
educational programs for all ages,2197,Harvard Museum of Natural History,4.736523087,5
educational programs for all ages,1371,Carnegie Museum of Montgomery County,4.70774911,2
educational programs for all ages,4599,W. H. Over Museum,4.702946739,2
educational programs for all ages,2802,Albrecht-Kemper Museum of Art,4.696666496,3
educational programs for all ages,749,Glazer Children's Museum,4.68653083,5
educational programs for all ages,1354,Wonder Works,4.681277061,5
educational programs for all ages,5609,Children's Museum of Pittsburgh,4.679739213,5
educational programs for all ages,1226,Intuit: The Center for Intuitive and Outsider Art,4.679017775,3
educational programs for all ages,904,Samuel P. Harn Museum of Art,4.672907557,4
educational programs for all ages,2910,SpectrUM Discovery Area,4.66694121,5
educational programs for all ages,2674,Minnesota African American Heritage Museum and Gallery,4.662482054,3
educational programs for all ages,4651,Gray Fossil Museum,4.651082144,3
educational programs for all ages,4173,Bradford County Museum,4.645601313,2
educational programs for all ages,3154,Museum of Early Trades and Crafts,4.615068913,3
educational programs for all ages,2086,Steppingstone Museum,4.613954892,2
educational programs for all ages,2641,Hjemkomst Center,4.600565687,2
educational programs for all ages,2069,National Wildlife Visitor Center at Patuxent Research Refuge,4.597490527,3
educational programs for all ages,4,Alabama Jazz Hall of Fame,4.582802027,2
educational programs for all ages,3424,Herschell Carrousel Factory Museum,4.561876242,3
educational programs for all ages,486,Fairfield Museum and History Center,4.541805506,2
educational programs for all ages,52,Montgomery Museum of Fine Arts,4.537540474,3
educational programs for all ages,2751,Center for Marine Education and Research,4.528268409,3
educational programs for all ages,3103,Garden State Discovery Museum,4.494878371,3
educational programs for all ages,2257,MIT Museum,4.494351003,3
educational programs for all ages,5427,Folger Shakespeare Library,4.493533447,3
educational programs for all ages,4973,Mary Ball Washington Museum and Library,4.488259366,2
educational programs for all ages,631,American Museum of the Cuban Diaspora,4.483609974,3
educational programs for all ages,1754,Kentucky Museum,4.475079667,2
educational programs for all ages,1234,John A. Logan College Museum,4.457064398,3
educational programs for all ages,977,Charlie Elliott Wildlife Center,4.448951124,3
educational programs for all ages,4282,Marywood University Art Galleries,4.448301015,3
educational programs for all ages,1764,Marie Stewart Museum & Craft Shop,4.443278674,2
educational programs for all ages,4623,Children's Museum of Memphis,4.44304798,5
educational programs for all ages,3022,Margret and H.A. Rey Center,4.442466592,2
educational programs for all ages,3418,Heart's Delight Farm,4.435196592,2
educational programs for all ages,3023,McAuliffe-Shepard Discovery Center,4.434859231,5
educational programs for all ages,2620,Gammelgården Museum of Scandia,4.432966823,2
educational programs for all ages,5639,Edward M. Kennedy Institute for the United States Senate,4.42232624,3
educational programs for all ages,713,Fairchild Tropical Botanic Garden,4.419251783,3
educational programs for all ages,1099,Shangri La,4.414141525,3
educational programs for all ages,2592,Charles A. Weyerhaeuser Memorial Museum,4.407136872,2
educational programs for all ages,2082,Sandy Spring Museum,4.400504492,3
educational programs for all ages,922,St. Petersburg Museum of History,4.397598808,2
educational programs for all ages,4645,Fisk University Galleries,4.396460203,3
educational programs for all ages,848,Museum of Florida History,4.394428622,3
educational programs for all ages,349,Children's Museum of Denver,4.391507049,5
educational programs for all ages,3493,Milton J. Rubenstein Museum of Science and Technology,4.387891911,5
educational programs for all ages,5604,American Jewish Museum,4.385624774,2
educational programs for all ages,4113,Museum of the Great Plains,4.381097837,2
educational programs for all ages,1642,Deanna Rose Children's Farmstead,4.368578267,5
educational programs for all ages,5288,Discovery World,4.363714455,5
educational programs for all ages,82,Alutiiq Museum,4.360146081,2
educational programs for all ages,5504,Turtle Bay Exploration Park,4.359855863,3
educational programs for all ages,949,Weedon Island Preserve Cultural and Natural History Center,4.359781563,2
educational programs for all ages,3009,The Frost Place,4.358608787,2
educational programs for all ages,825,Miami Children's Museum,4.35594271,5
educational programs for all ages,3582,Schenectady County Historical Society Museum,4.349747493,2
educational programs for all ages,3149,Monmouth County Historical Association Museum,4.346011551,2
educational programs for all ages,2089,Strathmore,4.336159101,2
educational programs for all ages,656,Eastern Florida State College Planetarium & Observatory,4.335051778,4
educational programs for all ages,2818,Discovery Center of Springfield,4.325822854,5
educational programs for all ages,280,Bohart Museum of Entomology,4.322755272,3
educational programs for all ages,4206,Erie Art Museum,4.320925553,2
educational programs for all ages,779,International Swimming Hall of Fame,4.320552427,2
educational programs for all ages,123,Center for Creative Photography,4.313578574,3
educational programs for all ages,2370,Chippewa Nature Center,4.309009393,4
educational programs for all ages,2147,Cape Cod Museum of Natural History,4.306153582,3
educational programs for all ages,144,International Wildlife Museum,4.304440756,3
educational programs for all ages,2678,Minnesota Marine Art Museum,4.304440756,3
educational programs for all ages,517,Lutz Children's Museum,4.302573433,4
educational programs for all ages,2884,Wonders of Wildlife Museum & Aquarium,4.291854403,5
educational programs for all ages,1072,Valdosta State University Fine Arts Gallery,4.291551017,3
museums in San Francisco that host art workshops or classes,335,Wells Fargo History Museum,18.07045117,5
museums in San Francisco that host art workshops or classes,905,San Carlos Institute,16.19241375,1
museums in San Francisco that host art workshops or classes,2961,Museum of Nebraska Art,14.03942165,1
museums in San Francisco that host art workshops or classes,1382,David Owsley Museum of Art,14.00958464,1
museums in San Francisco that host art workshops or classes,83,Anchorage Museum at Rasmuson Center,13.97620619,1
museums in San Francisco that host art workshops or classes,200,Wells Fargo Museum,13.73016215,4
museums in San Francisco that host art workshops or classes,1993,Academy Art Museum,13.36766506,1
museums in San Francisco that host art workshops or classes,2934,El Museo Latino,12.24812837,1
museums in San Francisco that host art workshops or classes,3250,Harwood Museum of Art,12.15532352,1
museums in San Francisco that host art workshops or classes,944,Vero Beach Museum of Art,11.91416183,1
museums in San Francisco that host art workshops or classes,1142,Billy Graham Center Museum,11.87919183,1
museums in San Francisco that host art workshops or classes,4543,Ripley's Believe It or Not!,11.84101015,1
museums in San Francisco that host art workshops or classes,191,Tucson Museum of Art,11.71845692,1
museums in San Francisco that host art workshops or classes,2861,National Museum of Transportation,11.63535329,1
museums in San Francisco that host art workshops or classes,2446,Lansing Art Gallery,11.44568925,1
museums in San Francisco that host art workshops or classes,1084,Honolulu Museum of Art,11.24558015,1
museums in San Francisco that host art workshops or classes,5314,Kenosha Public Museum,11.20165054,1
museums in San Francisco that host art workshops or classes,897,Ripley's Believe It or Not! Museum,11.06875516,1
museums in San Francisco that host art workshops or classes,5025,Ripley's Believe It or Not!,11.06875516,1
museums in San Francisco that host art workshops or classes,642,Art Center Sarasota,11.00366769,1
museums in San Francisco that host art workshops or classes,2293,Provincetown Art Association and Museum,10.93866135,1
museums in San Francisco that host art workshops or classes,1979,University of Maine Museum of Art,10.65842829,1
museums in San Francisco that host art workshops or classes,807,Lowe Art Museum,10.40179496,1
museums in San Francisco that host art workshops or classes,1541,Des Moines Art Center,10.12198031,1
museums in San Francisco that host art workshops or classes,1751,Kentucky Derby Museum,10.10145841,1
museums in San Francisco that host art workshops or classes,1221,Illinois Railway Museum,10.03008133,1
museums in San Francisco that host art workshops or classes,4,Alabama Jazz Hall of Fame,9.476125245,1
museums in San Francisco that host art workshops or classes,3216,Zimmerli Art Museum,9.396375384,1
museums in San Francisco that host art workshops or classes,727,Florida Museum of Photographic Arts,9.394783805,1
museums in San Francisco that host art workshops or classes,4097,Fred Jones Jr. Museum of Art,9.330960312,1
museums in San Francisco that host art workshops or classes,595,Delaware Art Museum,9.32479514,1
museums in San Francisco that host art workshops or classes,2436,Impression 5 Science Center,9.292829467,1
museums in San Francisco that host art workshops or classes,3219,Albuquerque Museum of Art and History,9.220155607,1
museums in San Francisco that host art workshops or classes,653,Boca Raton Museum of Art,9.206331291,1
museums in San Francisco that host art workshops or classes,873,Orlando Museum of Art,9.119393956,1
museums in San Francisco that host art workshops or classes,3163,New Jersey State Museum,9.069017462,1
museums in San Francisco that host art workshops or classes,2439,Kalamazoo Institute of Arts,9.026465277,1
museums in San Francisco that host art workshops or classes,2368,Charles H. Wright Museum of African American History,8.88673119,1
museums in San Francisco that host art workshops or classes,874,Orlando Science Center,8.591394603,1
museums in San Francisco that host art workshops or classes,1028,Madison Museum of Fine Art,8.560794329,1
museums in San Francisco that host art workshops or classes,2528,St. Mary's Preparatory Museums,8.506282155,1
museums in San Francisco that host art workshops or classes,3269,New Mexico Museum of Art,8.489369259,1
museums in San Francisco that host art workshops or classes,618,University Gallery,8.461361974,1
museums in San Francisco that host art workshops or classes,1395,Fort Wayne Museum of Art,8.417887769,1
museums in San Francisco that host art workshops or classes,5686,Museum of Museums,8.360528177,1
museums in San Francisco that host art workshops or classes,1226,Intuit: The Center for Intuitive and Outsider Art,8.340255098,1
museums in San Francisco that host art workshops or classes,3786,Museum of Anthropology at Wake Forest University,8.210386178,1
museums in San Francisco that host art workshops or classes,5069,Virginia Museum of Fine Arts,8.069564395,1
museums in San Francisco that host art workshops or classes,3345,Center for Photography at Woodstock,8.004514531,1
museums in San Francisco that host art workshops or classes,2346,Alden B. Dow Museum of Science & Art,7.97012344,1
museums in San Francisco that host art workshops or classes,2475,Midland Center for the Arts,7.97012344,1
museums in San Francisco that host art workshops or classes,2476,Midland County Historical Society's Heritage Park,7.97012344,1
museums in San Francisco that host art workshops or classes,950,Wells'Built Museum,7.958625572,1
museums in San Francisco that host art workshops or classes,809,Maitland Art Center,7.94840653,1
museums in San Francisco that host art workshops or classes,880,Panama City Center for the Arts,7.945370447,1
museums in San Francisco that host art workshops or classes,2672,Minneapolis Institute of Art,7.927429454,1
museums in San Francisco that host art workshops or classes,3943,Dayton Art Institute,7.920515881,1
museums in San Francisco that host art workshops or classes,3895,North Dakota Museum of Art,7.90992546,1
museums in San Francisco that host art workshops or classes,5086,William King Museum of Art,7.889332482,1
museums in San Francisco that host art workshops or classes,999,Georgia Museum of Art,7.875719326,1
museums in San Francisco that host art workshops or classes,2257,MIT Museum,7.865809605,1
museums in San Francisco that host art workshops or classes,1547,Figge Art Museum,7.83798406,1
museums in San Francisco that host art workshops or classes,2640,History Center of Olmsted County,7.797584038,1
museums in San Francisco that host art workshops or classes,1434,Indianapolis Museum of Art,7.745600059,1
museums in San Francisco that host art workshops or classes,1077,Alexander & Baldwin Sugar Museum,7.707058247,1
museums in San Francisco that host art workshops or classes,902,Salvador Dalí Museum,7.701848477,1
museums in San Francisco that host art workshops or classes,112,Arizona-Sonora Desert Museum,7.692510192,1
museums in San Francisco that host art workshops or classes,3817,Page-Walker Arts & History Center,7.662652299,1
museums in San Francisco that host art workshops or classes,4766,Natural History Museum of Utah,7.653914269,1
museums in San Francisco that host art workshops or classes,4781,USU Eastern Prehistoric Museum,7.614086407,1
museums in San Francisco that host art workshops or classes,1108,Captain John Mullan Museum,7.592467518,1
museums in San Francisco that host art workshops or classes,4786,Utah Museum of Fine Arts,7.577868183,1
museums in San Francisco that host art workshops or classes,4119,Oklahoma Contemporary,7.522538769,1
museums in San Francisco that host art workshops or classes,5606,Carnegie Museum of Art,7.519869152,1
museums in San Francisco that host art workshops or classes,3357,Corning Museum of Glass,7.500971756,1
museums in San Francisco that host art workshops or classes,1268,McDonald's No. 1 Store Museum,7.467750797,1
museums in San Francisco that host art workshops or classes,5005,Peninsula Fine Arts Center,7.459333345,1
museums in San Francisco that host art workshops or classes,420,Rocky Mountain Quilt Museum,7.405888529,1
museums in San Francisco that host art workshops or classes,5008,Piedmont Arts,7.404562935,1
museums in San Francisco that host art workshops or classes,4745,Chase Home Museum of Utah Folk Arts,7.384748452,1
museums in San Francisco that host art workshops or classes,4654,Guinness World Records,7.381729303,1
museums in San Francisco that host art workshops or classes,1427,Indiana State Museum,7.360171195,1
museums in San Francisco that host art workshops or classes,51,Mobile Museum of Art,7.35362335,1
museums in San Francisco that host art workshops or classes,953,Wolfsonian-FIU,7.256476462,1
museums in San Francisco that host art workshops or classes,1134,Art Institute of Chicago,7.179160541,1
museums in San Francisco that host art workshops or classes,1227,International Museum of Surgical Science,7.175519899,1
museums in San Francisco that host art workshops or classes,2686,Museum of Russian Art,7.162082703,1
museums in San Francisco that host art workshops or classes,2709,Schubert Club Museum of Musical Instruments,7.161619561,1
museums in San Francisco that host art workshops or classes,4485,Clemson Area African American Museum,7.118577793,1
museums in San Francisco that host art workshops or classes,4129,Philbrook Museum of Art,7.095188272,1
museums in San Francisco that host art workshops or classes,52,Montgomery Museum of Fine Arts,7.084755037,1
museums in San Francisco that host art workshops or classes,5335,Milwaukee Art Museum,7.073268348,1
museums in San Francisco that host art workshops or classes,1223,Illinois State Museum,7.071181838,1
museums in San Francisco that host art workshops or classes,1618,Vesterheim Norwegian-American Museum,7.011942549,1
museums in San Francisco that host art workshops or classes,4661,Knoxville Museum of Art,6.993360898,1
museums in San Francisco that host art workshops or classes,1958,Peary–MacMillan Arctic Museum,6.975021636,1
museums in San Francisco that host art workshops or classes,2674,Minnesota African American Heritage Museum and Gallery,6.96214392,1
museums in San Francisco that host art workshops or classes,5484,National Museum of the United States Navy,6.936130527,1
museums in San Francisco that host art workshops or classes,5531,Michael C. Carlos Museum,6.915125874,1
museums in San Francisco that host art workshops or classes,3732,Hickory Museum of Art,6.906540788,1
museums in San Francisco that host art workshops or classes,2634,Hennepin History Museum,6.873339498,1
museums in San Francisco that host art workshops or classes,719,Florida Agricultural Museum,6.872683919,1
museums in San Francisco that host art workshops or classes,3258,Millicent Rogers Museum,6.848441307,1
museums in San Francisco that host art workshops or classes,1229,ISM Chicago Gallery,6.845052068,1
museums in San Francisco that host art workshops or classes,1261,Lockport Gallery,6.845052068,1
museums in San Francisco that host art workshops or classes,1324,Southern Illinois Art & Artisans Center,6.845052068,1
museums in San Francisco that host art workshops or classes,456,Bruce Museum of Arts and Science,6.83612183,1
museums in San Francisco that host art workshops or classes,5566,"Long Island Museum of American Art, History, and Carriages",6.802671852,1
museums in San Francisco that host art workshops or classes,1102,USS Missouri,6.802446477,1
museums in San Francisco that host art workshops or classes,749,Glazer Children's Museum,6.792937593,1
museums in San Francisco that host art workshops or classes,82,Alutiiq Museum,6.748942951,1
museums in San Francisco that host art workshops or classes,1401,Great American Songbook Foundation,6.740143481,1
museums in San Francisco that host art workshops or classes,1274,Mitchell Museum of the American Indian,6.704018193,1
museums in San Francisco that host art workshops or classes,5233,Museums of Oglebay Institute,6.704003369,1
museums in San Francisco that host art workshops or classes,5235,Oglebay Institute’s Stifel Fine Arts Center,6.704003369,1
museums in San Francisco that host art workshops or classes,899,Rubell Museum,6.673003633,1
museums in San Francisco that host art workshops or classes,382,Kirkland Museum of Fine & Decorative Art,6.669658595,1
museums in San Francisco that host art workshops or classes,2904,Montana Museum of Art & Culture,6.639907555,1
museums in San Francisco that host art workshops or classes,1113,Hagerman Fossil Beds National Monument,6.638453076,1
museums in San Francisco that host art workshops or classes,1758,Lexington History Center,6.591703318,1
museums in San Francisco that host art workshops or classes,424,Southern Ute Cultural Center and Museum,6.558661064,1
museums in San Francisco that host art workshops or classes,1070,Tubman Museum,6.54238805,1
museums in San Francisco that host art workshops or classes,3257,Maxwell Museum of Anthropology,6.535840528,1
museums in San Francisco that host art workshops or classes,5475,Rubell Museum DC,6.501325853,1
museums in San Francisco that host art workshops or classes,2349,Ann Arbor Hands-On Museum,6.495091839,1
museums in San Francisco that host art workshops or classes,4818,Main Street Museum,6.335173459,1
museums in San Francisco that host art workshops or classes,2511,University of Michigan School of Art & Design Galleries,6.298772067,1
museums in San Francisco that host art workshops or classes,1889,Brick Store Museum,6.296745528,1
museums in San Francisco that host art workshops or classes,643,Atlantic Center for the Arts,6.29522205,1
museums in San Francisco that host art workshops or classes,104,Yupiit Piciryarait Cultural Center,6.287498159,1
museums in San Francisco that host art workshops or classes,2732,Wanda Gág House Interpretive Center and Museum,6.287212322,1
museums in San Francisco that host art workshops or classes,1949,Northeast Historic Film,6.266559906,1
museums in San Francisco that host art workshops or classes,2124,Battleship Cove,6.260820311,1
